latitude,longitude,sample date,nir,green,swir16,swir22,ndmi,mndwi,pet,month,sample_year,pop_density_nn,distance_km_to_pd_cell,river_mouthORjunction,river_mouth,river_junction
-32.043333,27.822778,2014-09-01,15229.0,12868.0,14797.0,12421.0,0.0143875308066342,-0.0697270919934933,161.90001,2014-08-31,2014,105.8449478149414,0.4426661034719633,0,0,0
-33.329167,26.0775,2015-09-16,14525.5,9493.5,12425.5,9973.0,0.0814267233413417,-0.1305705998093262,177.6,2015-08-31,2015,2.09867000579834,0.06033105693891206,0,0,0
-32.99163889,27.64002778,2015-05-07,16221.0,9304.5,12536.5,9958.0,0.1281230983221768,-0.1479785724096875,158.40001,2015-04-30,2015,39.78410339355469,0.5437661802103837,0,0,0
-34.096389,24.439167,2012-02-07,14525.5,9493.5,12425.5,9973.0,0.0814267233413417,-0.1305705998093262,130.0,2012-01-31,2012,1.452178955078125,0.26884909902085036,0,0,0
-32.00055556,28.58166667,2014-10-01,9125.0,11100.5,9455.0,8711.0,-0.0177610333692142,0.0800515677069393,152.5,2014-09-30,2014,53.75333404541016,0.5708455731452748,0,0,0
-32.08639,25.57556,2013-07-19,13355.0,10552.5,13501.5,10943.0,-0.0054549178038836,-0.122599151908206,198.8,2013-06-30,2013,1.2933717966079712,0.27943348761396497,0,0,0
-32.00055556,28.58166667,2014-09-03,9534.0,11336.5,9552.5,9160.0,-0.0009692714746024,0.085403801043611,152.5,2014-08-31,2014,53.75333404541016,0.5708455731452748,0,0,0
-32.99163889,27.64002778,2014-10-02,14693.5,9493.5,13449.0,11459.0,0.0442213733676823,-0.1724092840797638,156.3,2014-09-30,2014,42.040828704833984,0.5437661802103837,0,0,0
-32.00055556,28.58166667,2014-08-06,8884.5,10063.0,9534.0,8720.0,-0.035263457936314,0.0269939276419858,152.5,2014-07-31,2014,53.75333404541016,0.5708455731452748,0,0,0
-33.18536111,27.39075,2011-09-22,14525.5,9493.5,12425.5,9973.0,0.0814267233413417,-0.1305705998093262,161.40001,2011-09-30,2011,29.377035140991207,0.4560290899800604,0,0,0
-33.731111,24.618333,2013-03-28,12638.0,8598.5,10324.5,8955.0,0.1007512248230811,-0.0912117528933039,161.40001,2013-03-31,2013,6.710563659667969,0.2056223756965007,0,0,0
-33.731111,24.618333,2013-04-18,15237.0,9018.0,11554.5,9703.0,0.1374503107328817,-0.1232956616842866,161.40001,2013-03-31,2013,6.710563659667969,0.2056223756965007,0,0,0
-32.00055556,28.58166667,2012-11-21,12623.0,11073.0,8886.5,8472.0,0.1737139403519375,0.1095468323354788,144.5,2012-11-30,2012,44.92991256713867,0.5708455731452748,0,0,0
-32.00055556,28.58166667,2014-07-09,9338.5,10082.0,9386.0,8825.5,-0.0025367833587011,0.0357509759605504,152.5,2014-06-30,2014,53.75333404541016,0.5708455731452748,0,0,0
-32.00055556,28.58166667,2014-06-04,8823.5,10519.0,8917.5,8479.0,-0.0052984611915901,0.0823965220075626,129.1,2014-05-31,2014,53.75333404541016,0.5708455731452748,0,0,0
-31.905,25.43,2014-11-03,13570.0,10135.5,13023.0,11702.5,0.0205693227541082,-0.1246842412073315,198.0,2014-10-31,2014,35.31074905395508,0.20192657659503516,0,0,0
-33.731111,24.618333,2014-04-10,15323.0,8819.0,11006.5,9177.0,0.1639415864334681,-0.110337696401099,158.6,2014-03-31,2014,6.045576095581056,0.2056223756965007,0,0,0
-32.08639,25.57556,2014-12-05,15557.5,11089.5,14653.0,11730.5,0.0299399215504543,-0.1384286685442356,197.90001,2014-11-30,2014,0.8885679841041564,0.27943348761396497,0,0,0
-32.043333,27.822778,2014-08-04,12556.5,10013.5,12704.5,11123.0,-0.0058588337753849,-0.1184523285500479,161.90001,2014-07-31,2014,105.8449478149414,0.4426661034719633,0,0,0
-32.515278,28.015556,2015-08-05,12252.0,9749.0,12547.0,10619.5,-0.0118956409532642,-0.1254933620380331,159.40001,2015-07-31,2015,0.9153597354888916,0.4598816216965283,0,0,0
-32.043333,27.822778,2014-09-29,13494.0,10057.0,14390.0,11911.5,-0.0321331229378855,-0.1772405612140541,161.90001,2014-09-30,2014,105.8449478149414,0.4426661034719633,0,0,0
-32.99163889,27.64002778,2011-03-08,16227.0,9602.0,12598.5,9917.5,0.1258781287401779,-0.134974437512668,131.2,2011-02-28,2011,46.56295776367188,0.5437661802103837,0,0,0
-32.08639,25.57556,2013-04-26,14994.5,10467.5,13048.5,10355.0,0.0693934315158863,-0.1097550603844186,186.1,2013-04-30,2013,1.2933717966079712,0.27943348761396497,0,0,0
-32.043333,27.822778,2011-07-04,15229.5,11940.0,15485.0,13238.0,-0.008318546614791,-0.1292616226071098,141.1,2011-06-30,2011,123.24223327636717,0.4426661034719633,0,0,0
-32.99163889,27.64002778,2014-07-22,13584.0,9298.0,13567.5,11264.5,0.0006077012319761,-0.1867223546390843,156.3,2014-06-30,2014,42.040828704833984,0.5437661802103837,0,0,0
-32.99163889,27.64002778,2014-07-10,14629.0,9421.0,13900.5,11040.5,0.0255349725722497,-0.1920759813905615,156.3,2014-06-30,2014,42.040828704833984,0.5437661802103837,0,0,0
-32.043333,27.822778,2014-05-12,13527.0,9458.5,11937.0,9975.0,0.0624410933081998,-0.1158421163328732,141.1,2014-04-30,2014,105.8449478149414,0.4426661034719633,0,0,0
-33.18536111,27.39075,2015-07-02,16567.5,9081.5,11512.5,9157.5,0.1800213675213675,-0.118044090511799,161.90001,2015-06-30,2015,28.833419799804688,0.4560290899800604,0,0,0
-33.731111,24.618333,2014-03-20,13483.0,8481.5,10416.0,8946.0,0.1283317293610611,-0.1023680381002772,158.6,2014-02-28,2014,6.045576095581056,0.2056223756965007,0,0,0
-33.18536111,27.39075,2012-05-31,14525.5,9493.5,12425.5,9973.0,0.0814267233413417,-0.1305705998093262,136.40001,2012-05-31,2012,31.02780532836914,0.4560290899800604,0,0,0
-33.329167,26.0775,2015-03-08,13201.0,8939.0,11515.0,9620.5,0.0682149215083346,-0.125941136208076,177.6,2015-02-28,2015,2.09867000579834,0.06033105693891206,0,0,0
-32.579167,27.366667,2012-05-07,14525.5,9493.5,12425.5,9973.0,0.0814267233413417,-0.1305705998093262,134.0,2012-04-30,2012,9.526351928710936,0.27693544409803744,0,0,0
